op_id_full,anio,mode,categoria_canon,amount_usd,real_usd,pred_usd,error_usd,error_pct
23055HPER,2023,SEA,AGROQUIMICOS,159500.0,7111.0,7314.9,203.9,2.9
20117HPER,2020,SEA,EMPAQUE,62528.27,2982.4,3065.8,83.4,2.8
21014HPER,2021,AIR,EQUIPOS_INSTR,1400.0,983.2,1010.8,27.6,2.8
20114HPER,2020,SEA,EMPAQUE,17106.05,5695.2,5538.5,-156.7,2.8
25091HPER,2025,SEA,EMPAQUE,22680.0,12557.4,12210.8,-346.6,2.8
20085HTAL,2020,SEA,EMPAQUE,21323.25,1656.4,1611.6,-44.8,2.7
25050HPER,2025,SEA,EMPAQUE,55400.9,15863.8,16298.1,434.3,2.7
20007HPER,2020,SEA,EMPAQUE,1713.6,3234.5,3322.6,88.1,2.7
21114HPER,2021,AIR,EMPAQUE,55580.8,20487.9,21050.2,562.3,2.7
21178HPER,2021,AIR,REPUESTOS,614.0,1344.8,1308.5,-36.3,2.7
21008HTAL,2021,SEA,SUSTRATOS,35680.176,23581.9,22995.8,-586.1,2.5
23101HPER,2023,SEA,SUSTRATOS,34346.56,10612.6,10872.7,260.1,2.5
21148HPER,2021,AIR,EMPAQUE,52485.84,10752.7,11023.5,270.8,2.5
22200HPER,2022,SEA,SUSTRATOS,112480.0,8979.6,8766.8,-212.8,2.4
23126HPER,2023,AIR,REPUESTOS,4514.13,1129.3,1102.5,-26.8,2.4
22023HPER,2022,AIR,PLANTAS,288000.0,3577.5,3496.2,-81.3,2.3
20030HTAL,2020,SEA,AGROQUIMICOS,4263.56,1000.8,1024.2,23.4,2.3
25069HPER,2025,SEA,EMPAQUE,65938.32,16712.0,17098.9,386.9,2.3
22097HPER,2022,SEA,EMPAQUE,122118.63,19019.3,18585.0,-434.3,2.3
23175HPER,2023,AIR,REPUESTOS,6311.86,216.2,221.2,5.0,2.3
21119HPER,2021,SEA,MAQUINARIA,26807.544,7721.5,7545.9,-175.6,2.3
20005HTAL,2020,SEA,SUSTRATOS,31941.0,10131.4,9898.3,-233.1,2.3
21194HPER,2021,SEA,SUSTRATOS,50320.44000000001,17729.5,18123.8,394.3,2.2
22035HPER,2022,AIR,REPUESTOS,333.0,1176.7,1151.8,-24.9,2.1
21170HPER,2021,SEA,EMPAQUE,17959.438800000004,8541.0,8719.5,178.5,2.1
20081HPER,2020,AIR,PLANTAS,743600.0,5814.7,5689.9,-124.8,2.1
22210HPER,2022,SEA,SUSTRATOS,112080.0,9923.1,10120.7,197.6,2.0
21117HPER,2021,AIR,REPUESTOS,14716.468800000002,1447.4,1476.0,28.6,2.0
20017HPER,2020,SEA,EMPAQUE,2740.0,5501.0,5605.2,104.2,1.9
24165HPER,2024,SEA,EMPAQUE,104290.0,6013.5,6125.3,111.8,1.9
21047HPER,2021,SEA,MAQUINARIA,350000.0,3455.8,3520.7,64.9,1.9
25070HPER,2025,SEA,EMPAQUE,49453.740000000005,12535.8,12293.6,-242.2,1.9
25065HPER,2025,SEA,EMPAQUE,32969.16,9620.5,9448.5,-172.0,1.8
21080HPER,2021,SEA,EMPAQUE,97908.78240000001,26323.7,25842.8,-480.9,1.8
24175HPER,2024,SEA,EMPAQUE,165305.11,12284.9,12067.5,-217.4,1.8
22101HPER,2022,SEA,EMPAQUE,22921.49,6618.1,6738.9,120.8,1.8
24116HPER,2024,AIR,PLANTAS,1250.0,2041.8,2079.3,37.5,1.8
23030HPER,2023,SEA,AGROQUIMICOS,24475.0,1672.4,1701.5,29.1,1.7
23037HPER,2023,SEA,AGROQUIMICOS,162800.0,7037.9,6917.5,-120.4,1.7
25036HPER,2025,SEA,AGROQUIMICOS,103220.74,9413.1,9563.5,150.4,1.6
24222HPER,2024,AIR,PLANTAS,1947.6,2209.1,2243.8,34.7,1.6
21241HPER,2021,AIR,PLANTAS,72048.0,2183.8,2217.8,34.0,1.6
23102HPER,2023,SEA,SUSTRATOS,17173.28,6511.4,6615.0,103.6,1.6
24087HPER,2024,AIR,REPUESTOS,8030.92,1248.2,1267.4,19.2,1.5
21122HPER,2021,SEA,AGROQUIMICOS,15552.000000000002,5674.1,5588.2,-85.9,1.5
20023HTAL,2020,SEA,AGROQUIMICOS,111800.0,2150.2,2182.4,32.2,1.5
24190HPER,2024,SEA,SUSTRATOS,72150.85,17817.5,18078.2,260.7,1.5
25060HPER,2025,SEA,EMPAQUE,41808.24,12881.8,13047.0,165.2,1.3
24050HPER,2024,SEA,AGROQUIMICOS,232960.2,9123.2,9246.2,123.0,1.3
22108HPER,2022,SEA,EMPAQUE,51667.88,14714.5,14525.7,-188.8,1.3
24178HPER,2024,SEA,EMPAQUE,166452.44,11933.5,12077.3,143.8,1.2
24201HPER,2024,SEA,SUSTRATOS,72150.85,38329.1,37856.7,-472.4,1.2
22109HPER,2022,SEA,EMPAQUE,117037.68,30654.9,31017.9,363.0,1.2
20116HTAL,2020,SEA,EQUIPOS_INSTR,6300.0,1242.6,1257.3,14.6,1.2
24223HPER,2024,SEA,AGROQUIMICOS,76351.0,4143.6,4190.1,46.5,1.1
24119HPER,2024,SEA,EMPAQUE,42646.5,10521.9,10627.5,105.6,1.0
20044HPER,2020,AIR,PLANTAS,108000.0,2554.9,2580.2,25.3,1.0
21057HPER,2021,SEA,EMPAQUE,2779.31,3073.0,3043.4,-29.6,1.0
23041HPER,2023,AIR,EQUIPOS_INSTR,10325.56,852.7,844.7,-8.0,0.9
21015HTAL,2021,AIR,PLANTAS,8264.95,4377.1,4338.1,-39.0,0.9
25124HPER,2025,SEA,MAQUINARIA,79295.85,3312.5,3340.7,28.2,0.9
25061HPER,2025,SEA,EMPAQUE,41805.240000000005,12147.7,12054.2,-93.5,0.8
21243HPER,2021,SEA,SUSTRATOS,95385.0,11253.9,11163.2,-90.7,0.8
24139HPER,2024,SEA,SUSTRATOS,35706.0,10403.2,10321.6,-81.6,0.8
25063HPER,2025,AIR,REPUESTOS,14959.95,1573.2,1583.9,10.7,0.7
20008HPER,2020,SEA,EMPAQUE,3427.2,5713.0,5755.6,42.6,0.7
25115HPER,2025,SEA,EMPAQUE,174847.75,14149.2,14067.8,-81.4,0.6
23070HPER,2023,AIR,SUSTRATOS,4925.8,1524.8,1534.6,9.8,0.6
21065HPER,2021,SEA,SUSTRATOS,52560.576,15683.6,15762.8,79.2,0.5
22092HPER,2022,SEA,MAQUINARIA,37350.0,5962.5,5993.8,31.3,0.5
25116HPER,2025,SEA,EMPAQUE,174847.75,14004.2,14067.8,63.6,0.5
23059HPER,2023,SEA,AGROQUIMICOS,5617.92,1178.2,1172.3,-5.9,0.5
20068HPER,2020,SEA,EMPAQUE,27463.8,2971.5,2956.5,-15.0,0.5
25057HPER,2025,SEA,EMPAQUE,67866.48000000001,20490.1,20388.2,-101.9,0.5
23092HPER,2023,AIR,PLANTAS,321945.0,5545.4,5522.6,-22.8,0.4
20106HPER,2020,SEA,EMPAQUE,21323.25,2160.1,2151.6,-8.5,0.4
23141HPER,2023,AIR,PLANTAS,1028207.7,13243.8,13192.9,-50.9,0.4
20025HPER,2020,SEA,AGROQUIMICOS,18378.0,2300.7,2292.3,-8.4,0.4
20119HPER,2020,SEA,AGROQUIMICOS,261429.6,8369.9,8399.7,29.8,0.4
22239HPER,2022,AIR,REPUESTOS,212.0,154.3,153.6,-0.7,0.4
21038HPER,2021,AIR,PLANTAS,199692.71,2960.0,2969.5,9.5,0.3
24227HPER,2024,SEA,EMPAQUE,38419.2,17520.9,17467.4,-53.5,0.3
25155HPER,2025,SEA,SUSTRATOS,73986.0,17611.6,17558.1,-53.6,0.3
20002HTAL,2020,SEA,SUSTRATOS,21294.0,8612.7,8583.7,-29.0,0.3
23075HPER,2023,SEA,MAQUINARIA,103887.4,5501.5,5520.0,18.5,0.3
25093HPER,2025,SEA,EMPAQUE,22680.0,11473.7,11506.1,32.4,0.3
24193HPER,2024,SEA,SUSTRATOS,72150.85,39809.9,39929.5,119.6,0.3
21033HPER,2021,SEA,AGROQUIMICOS,469562.4,16525.4,16552.1,26.7,0.2
24203HPER,2024,SEA,SUSTRATOS,43290.51,22115.4,22068.7,-46.7,0.2
21141HPER,2021,LAND,EMPAQUE,24451.059999999998,8735.5,8722.1,-13.4,0.2
25139HPER,2025,SEA,AGROQUIMICOS,98530.0,5807.0,5818.5,11.5,0.2
25074HPER,2025,SEA,EMPAQUE,65938.32,17112.1,17086.0,-26.1,0.2
23029HPER,2023,AIR,REPUESTOS,46654.57,1950.5,1951.6,1.1,0.1
21206HPER,2021,SEA,SUSTRATOS,103485.0,8825.9,8815.0,-10.9,0.1
24025HPER,2024,AIR,REPUESTOS,1868.8,263.0,263.3,0.3,0.1
23140HPER,2023,AIR,EQUIPOS_INSTR,1200.0,55.8,55.8,0.0,0.0
20091HPER,2020,AIR,REPUESTOS,666.0,33.7,68.2,34.5,
21017HPER,2021,AIR,MUESTRAS,1.0,33.7,12.0,-21.7,
21026HPER,2021,AIR,MUESTRAS,1.0,0.0,15.3,15.3,
21028HPER,2021,AIR,MUESTRAS,1.0,43.9,11.4,-32.5,
21082HPER,2021,AIR,MUESTRAS,1.0,0.0,1.4,1.4,
21103HPER,2021,SEA,REPUESTOS,50000.16,0.0,82.2,82.2,
21106HPER,2021,AIR,MUESTRAS,1.0,0.0,2.8,2.8,
21160HPER,2021,AIR,EQUIPOS_INSTR,815.0,0.0,4.3,4.3,
21269HPER,2021,AIR,MUESTRAS,1.0,0.0,0.0,0.0,
21270HPER,2021,AIR,MUESTRAS,1.0,0.0,2.2,2.2,
21273HPER,2021,AIR,MUESTRAS,22.16,33.7,12.4,-21.3,
22064HPER,2022,AIR,SUSTRATOS,398.67,28.6,28.3,-0.4,
22089HPER,2022,AIR,EQUIPOS_INSTR,15.0,0.0,0.5,0.5,
22098HPER,2022,AIR,EMPAQUE,0.0,33.7,8.8,-24.9,
22141HPER,2022,AIR,EMPAQUE,1.1,33.7,2.9,-30.8,
22151HPER,2022,AIR,EQUIPOS_INSTR,22.0,0.0,1.3,1.3,
22178HPER,2022,AIR,EMPAQUE,0.0,0.0,0.1,0.1,
22267HPER,2022,AIR,SUSTRATOS,0.0,16.8,15.7,-1.1,
23004HPER,2023,AIR,PLANTAS,26410.0,16.8,84.3,67.5,
23007HPER,2023,AIR,EQUIPOS_INSTR,131.0,0.0,0.9,0.9,
23028HPER,2023,AIR,EQUIPOS_INSTR,1058.35,43.0,22.6,-20.4,
23074HPER,2023,,PLANTAS,0.0,28.6,50.2,21.6,
23083HPER,2023,AIR,REPUESTOS,367.0,20.7,23.1,2.4,
23122HPER,2023,AIR,EMPAQUE,0.45,25.0,15.5,-9.5,
23128HPER,2023,AIR,EMPAQUE,5.0,0.0,1.8,1.8,
23129HPER,2023,AIR,EMPAQUE,2200.0,25.0,39.3,14.3,
23130HPER,2023,AIR,EQUIPOS_INSTR,1776.8,21.1,27.2,6.1,
23160HPER,2023,AIR,EMPAQUE,3.0,0.0,1.0,1.0,
23168HPER,2023,AIR,EMPAQUE,22.0,25.0,31.7,6.7,
24009HPER,2024,AIR,EMPAQUE,1.1,0.0,5.0,5.0,
24010HPER,2024,AIR,EMPAQUE,1.1,0.0,5.3,5.3,
24045HPER,2024,AIR,EQUIPOS_INSTR,1653.16,23.2,50.5,27.2,
24081HPER,2024,AIR,EMPAQUE,20.0,0.0,3.4,3.4,
24082HPER,2024,AIR,EMPAQUE,1.65,33.7,11.7,-22.0,
24083HPER,2024,AIR,REPUESTOS,0.0,33.7,18.3,-15.4,
24084HPER,2024,AIR,EMPAQUE,1.0,0.0,5.4,5.4,
25005HPER,2025,AIR,EMPAQUE,0.0,31.0,54.0,23.0,
25017HPER,2025,AIR,EMPAQUE,20.0,31.0,3.4,-27.6,
25019HPER,2025,AIR,EQUIPOS_INSTR,87.74,31.0,5.3,-25.7,
25022HPER,2025,AIR,EMPAQUE,250.0,23.6,4.2,-19.4,
25023HPER,2025,AIR,EMPAQUE,100.0,0.0,1.0,1.0,
25024HPER,2025,AIR,EMPAQUE,200.0,0.0,1.3,1.3,
25041HPER,2025,AIR,EMPAQUE,6.8,0.0,2.1,2.1,
25106HPER,2025,AIR,MAQUINARIA,100.0,0.0,0.9,0.9,
25142HPER,2025,AIR,EMPAQUE,6.0,0.0,1.3,1.3,
26002HPER,2026,AIR,EMPAQUE,5.2,33.7,19.4,-14.3,
