CAMPAÑA,STATUS,OP,OC,BUYER,SUPPLIER,CATEGORY,PRODUCTO,PROYECT,FACTURA,QTY,UM,CUR,AMOUNT,AMOUNT USD,PAYMENT TERM,INCOTERM,MODE,TYPE,COUNTRY ORIGIN,POL,POD,CTNR QTY,CTNR TYPE,BULKS,CARGO READY,CP OPENNING,QUOTE REQUEST RATE,ASSIGMENT DATE2,FFW,NAVIERA / AEROLINEA,BOOKING,CNTR NR,PICK UP DATE,STACKING,ATD,WEEK ATD,B/L- AWB,NAVE,ATA,WEEK ATA,INSURANCE HPER,INSURANCE POLICY DATE,DEPOT,AG. ADUANA,Orden,FECHA IE,FECHA NUM DAM,DAM,FECHA DESCARGA,FECHA TARJA,FECHA LEVANTE,FECHA VISTO BUENO,FECHA INSPECCION SENASA,FECHA LIBERACION SENASA,FECHA VCTO SOBRESTADIA,TRANSP LIMA (T1),FECHA RETIRO (T1),GR T1 ,TRANSP TRUX (T2),FECHA ENTREGA BASE T2 (T1),FECHA GATE IN (T1),PUNTO DE LLEGADA,FECHA INICIO DE VIAJE  (T2),FECHA FIN DE VIAJE (T2),WEEK TRUX ,FECHA CONFIRMACION RECEPCION,GR T2 ,GR HORTIFRUT,WEEK NECESIDAD,FECHA ENVIO ARCHIV,NRO CAJA ARCHIVO,COURIER PARA ENVÍO DE DOCS,NRO DE TRACKING DOCS ,OBSERVACIONES HORTIFRUT,CARGO PRODUCE OBSERVACIONES
2022-2023,LIQUIPARCIAL,22-096-HPER,4700002432,RENE,HFCH,PLANTAS,ROCIO,-,12865,"228,480",UN,USD,"594,304.40","594,304.40",90,CFR,AIR,AIR,,SANTIAGO,LIMA,-,-,7,-,,,NA,DIRECTO,KOREAN,-,-,-,-,6/6/2022,23,180-48464721,KE0274/28,6/6/2022,23,SI,6/6/2022,SAASA,AVM,702,6/6/2022,9/6/2022,235-2022-10-084752-01-3-00,6/6/2022,6/6/2022,9/6/2022,,10/6/2022,10/6/2022,NA,NA,12/6/2022,NA,RVC,NA,NA,VIVERO ILUSION,12/6/2022,13/6/2022,24,,0008-001913,NA,-,,2022-1,NA,NA,-,No cargada por medio de transporte AIRE [22-096-HPER-2]
2022-2023,LIQUIDADO,22-097-HPER,4700002410-1,RENE,JCK,E & E,PUNNET PET 11OZ 5X7,-,704,"498,240",UN,USD,"40,706.21","40,706.21",90,FOB,SEA,FCL/FCL,,SAN ANTONIO,CALLAO,1,40HC,692,15/6/2022,,,16/6/2022,ULOG,HSUD,2SCL010884,HASU4263275,-,-,26/6/2022,25,ES202206-8199,NORTHERN PRIORITY 223W,30/6/2022,26,SI,28/6/2022,IMUPESA,AVM,674,28/6/2022,29/6/2022,118-2022-10-236361-01-8-00,1/7/2022,1/7/2022,30/6/2022,,NA,NA,9/7/2022,AVM,7/7/2022,,RVC,7/7/2022,7/7/2022,PACKING CHAO,14/7/2022,15/7/2022,28,,001-0113813,036-0000158,-,,,NA,NA,-,Cargada en CP - [22-097-HPER // 4700002410-1 // HASU4263275]
2022-2023,LIQUIDADO,22-097-HPER,4700002410-1,RENE,JCK,E & E,PUNNET PET 11OZ 5X7,-,704,"498,240",UN,USD,"40,706.21","40,706.21",90,FOB,SEA,FCL/FCL,,SAN ANTONIO,CALLAO,1,40HC,692,15/6/2022,,,16/6/2022,ULOG,HSUD,2SCL010884,MRSU6142740,-,-,26/6/2022,25,ES202206-8199,NORTHERN PRIORITY 223W,30/6/2022,26,SI,28/6/2022,IMUPESA,AVM,674,28/6/2022,29/6/2022,118-2022-10-236361-01-8-00,1/7/2022,1/7/2022,30/6/2022,,NA,NA,9/7/2022,AVM,7/7/2022,,RVC,7/7/2022,7/7/2022,PACKING CHAO,14/7/2022,15/7/2022,28,,001-0113815,036-0000160,-,,,NA,NA,-,Cargada en CP - [22-097-HPER // 4700002410-1 // MRSU6142740]
2022-2023,LIQUIDADO,22-097-HPER,4700002410-1,RENE,JCK,E & E,PUNNET PET 11OZ 5X7,-,704,"498,240",UN,USD,"40,706.21","40,706.21",90,FOB,SEA,FCL/FCL,,SAN ANTONIO,CALLAO,1,40HC,692,15/6/2022,,,16/6/2022,ULOG,HSUD,2SCL010884,MRSU3365077,-,-,26/6/2022,25,ES202206-8199,NORTHERN PRIORITY 223W,30/6/2022,26,SI,28/6/2022,IMUPESA,AVM,674,28/6/2022,29/6/2022,118-2022-10-236361-01-8-00,1/7/2022,1/7/2022,30/6/2022,,NA,NA,9/7/2022,AVM,7/7/2022,,RVC,7/7/2022,7/7/2022,PACKING CHAO,12/7/2022,13/7/2022,28,,001-0113814,036-0000157,-,,,NA,NA,-,Cargada en CP - [22-097-HPER // 4700002410-1 // MRSU3365077]
2022-2023,LIQUIDADO,22-098-HPER,PEA2H10101,RENE,INFIA ,E & E,MUESTRAS,-,NA,1,UN,EUR,0.00,0.00,0,DAP,AIR,AIR,,LIVORNO,LIMA,-,-,1,-,,,NA,DIRECTO,UPS,-,-,27/6/2022,27/6/2022,28/6/2022,26,W89816SX3VW ,-,1/7/2022,26,NO,NA,UPS,UPS,NA,NA,1/7/2022,235-2022-28-00633448-10-1-00,2/7/2022,2/7/2022,1/7/2022,,NA,NA,NA,UPS,NA,NA,UPS,NA,NA,PACKING SALAVERRY,10/7/2022,11/7/2022,28,,NA,NA,-,,,NA,NA,-,No cargada por medio de transporte AIRE [22-098-HPER]
2022-2023,LIQUIPARCIAL,22-099-HPER,4700002443,RENE,HFCH,PLANTAS,ROCIO,-,12878,"76,800",UN,USD,"199,908.40","199,908.40",90,CFR,AIR,AIR,,SANTIAGO,LIMA,-,-,3,-,,,NA,DIRECTO,KOREAN,-,-,-,-,20/6/2022,25,180-48398184,KE0274,20/6/2022,25,SI,20/6/2022,SAASA,AVM,643,20/6/2022,20/6/2022,235-2022-10-090725-01-4-00,20/6/2022,20/6/2022,20/6/2022,,22/6/2022,22/6/2022,NA,NA,22/6/2022,NA,AVM,22/6/2022,NA,VIVERO ILUSION,22/6/2022,23/6/2022,25,,001-0113028,NA,-,,2022-1,NA,NA,-,No cargada por medio de transporte AIRE [22-099-HPER // 4700002443]
2022-2023,LIQUIDADO,22-100-HPER,4700002408-1,RENE,JCK,E & E,PUNNET PET 18OZ 7X7 CESTA,-,705,"244,776",UN,USD,"28,345.06","28,345.06",90,FOB,SEA,FCL/FCL,,SAN ANTONIO,CALLAO,1,40HC,658,15/6/2022,,,16/6/2022,JAS,HAPAG,63828374,FANU1258700,-,-,26/6/2022,25,SCL205739310,NORTHERN PRIORITY 223W,30/6/2022,26,SI,4/7/2022,IMUPESA,AVM,675,28/6/2022,29/6/2022,118-2022-10-236365-01-3-01,1/7/2022,1/7/2022,30/6/2022,,NA,NA,11/7/2022,AVM,7/7/2022,001-0113816,AGERSA,7/7/2022,7/7/2022,PACKING CHAO,7/7/2022,8/7/2022,27,,0042-002157,036-0000138,-,,,NA,NA,-,Cargada en CP - [4700002408-1 // 22-100-HPER // FANU1258700]
2022-2023,LIQUIDADO,22-100-HPER,4700002408-1,RENE,JCK,E & E,PUNNET PET 18OZ 7X7 CESTA,-,705,"244,776",UN,USD,"28,345.06","28,345.06",90,FOB,SEA,FCL/FCL,,SAN ANTONIO,CALLAO,1,40HC,658,15/6/2022,,,16/6/2022,JAS,HAPAG,63828374,HLBU1929915,-,-,26/6/2022,25,SCL205739310,NORTHERN PRIORITY 223W,30/6/2022,26,SI,4/7/2022,IMUPESA,AVM,675,28/6/2022,29/6/2022,118-2022-10-236365-01-3-01,1/7/2022,1/7/2022,30/6/2022,,NA,NA,11/7/2022,AVM,7/7/2022,001-0113817,AGERSA,7/7/2022,7/7/2022,PACKING CHAO,11/7/2022,12/7/2022,28,,0042-002162,036-0000146,-,,,NA,NA,-,Cargada en CP - [4700002408-1 // 22-100-HPER // HLBU1929915]
2022-2023,LIQUIDADO,22-100-HPER,4700002408-1,RENE,JCK,E & E,PUNNET PET 18OZ 7X7 CESTA,-,705,"244,776",UN,USD,"28,345.06","28,345.06",90,FOB,SEA,FCL/FCL,,SAN ANTONIO,CALLAO,1,40HC,658,15/6/2022,,,16/6/2022,JAS,HAPAG,63828374,HLBU2025532,-,-,26/6/2022,25,SCL205739310,NORTHERN PRIORITY 223W,30/6/2022,26,SI,4/7/2022,IMUPESA,AVM,675,28/6/2022,29/6/2022,118-2022-10-236365-01-3-01,1/7/2022,1/7/2022,30/6/2022,,NA,NA,11/7/2022,AVM,8/7/2022,001-0113818,AGERSA,8/7/2022,8/7/2022,PACKING CHAO,11/7/2022,12/7/2022,28,,0045-002356,036-0000144,-,,,NA,NA,-,Cargada en CP - [4700002408-1 // 22-100-HPER // HLBU2025532]
2022-2023,LIQUIDADO,22-100-HPER,4700002408-1,RENE,JCK,E & E,PUNNET PET 18OZ 7X7 CESTA,-,705,"244,776",UN,USD,"28,345.06","28,345.06",90,FOB,SEA,FCL/FCL,,SAN ANTONIO,CALLAO,1,40HC,658,15/6/2022,,,16/6/2022,JAS,HAPAG,63828374,TRHU4961793,-,-,26/6/2022,25,SCL205739310,NORTHERN PRIORITY 223W,30/6/2022,26,SI,4/7/2022,IMUPESA,AVM,675,28/6/2022,29/6/2022,118-2022-10-236365-01-3-01,1/7/2022,1/7/2022,30/6/2022,,NA,NA,11/7/2022,AVM,8/7/2022,001-0113819,AGERSA,8/7/2022,8/7/2022,PACKING CHAO,11/7/2022,12/7/2022,28,,0052-001963,036-0000145,-,,,NA,NA,-,Cargada en CP - [4700002408-1 // 22-100-HPER // TRHU4961793]
2022-2023,LIQUIDADO,22-101-HPER,4700002412,RENE,JCK,E & E,PUNNET 250G H40 JCK,-,706,"590,760",UN,USD,"22,921.49","22,921.49",90,FOB,SEA,FCL/FCL,,SAN ANTONIO,CALLAO,1,40HC,547,15/6/2022,,,16/6/2022,JAS,HAPAG,67495039,UASU1058120,-,-,26/6/2022,25,SCL205739334,NORTHERN PRIORITY 223W,30/6/2022,26,SI,28/6/2022,IMUPESA,AVM,676,28/6/2022,29/6/2022,118-2022-10-236367-01-6-00,1/7/2022,1/7/2022,30/6/2022,,NA,NA,11/7/2022,AVM,6/7/2022,001-0113320,RVC,6/7/2022,6/7/2022,PACKING CHAO,6/7/2022,7/7/2022,27,,0017-001130,,-,,,NA,NA,-,Cargada en CP - [4700002412 // 22-101-HPER // UASU1058120]
2022-2023,LIQUIDADO,22-102-HPER,4700002436,RENE,SONOCO,E & E,CLAM H232 2lb 7x7 PET -SONOCO,-,SH174237,"60,480",UN,USD,"12,661.49","12,661.49",0,EXW,SEA,FCL/LCL,,MIAMI,CALLAO,0.33,40HC,6,-,,,7/7/2022,FORBIS,SEABOARD,-,SMLU7907330,11/7/2022,11/7/2022,15/7/2022,28,HBOL0003874,HELLE RITSCHER 52,26/7/2022,30,SI,20/7/2022,IMUPESA,AVM,761,23/7/2022,25/7/2022,"	 118-2022-10-279105-01-3-00",27/7/2022,27/7/2022,26/7/2022,,NA,NA,,AVM,3/8/2022,001-0114731,JOSELITO,3/8/2022,3/8/2022,PACKING SALAVERRY,11/9/2022,12/9/2022,37,,0001-0021853,014-0001413,-,,,NA,NA,-,Cargada en CP - [22-102-HPER // 4700002390 // SMLU7907330]
2022-2023,LIQUIDADO,22-102-HPER,4700002436,RENE,SONOCO,E & E,CLAM H224-24oz 7x7 PET -Sonoco,-,SH174237,"32,400",UN,USD,"6,774.84","6,774.84",0,EXW,SEA,FCL/LCL,,MIAMI,CALLAO,0.67,40HC,12,-,,,7/7/2022,FORBIS,SEABOARD,-,SMLU7907330,11/7/2022,11/7/2022,15/7/2022,28,HBOL0003874,HELLE RITSCHER 52,26/7/2022,30,SI,20/7/2022,IMUPESA,AVM,761,23/7/2022,25/7/2022,"	 118-2022-10-279105-01-3-00",27/7/2022,27/7/2022,26/7/2022,,NA,NA,,AVM,3/8/2022,001-0114731,JOSELITO,3/8/2022,3/8/2022,PACKING SALAVERRY,11/9/2022,12/9/2022,37,,0001-0021853,014-0001413,-,,,NA,NA,-,Cargada en CP - [22-102-HPER // 4700002390 // SMLU7907330]
2022-2023,LIQUIDADO,22-103-HPER,4700002390,RENE,SONOCO,E & E,CLAM H232 2lb 7x7 PET -SONOCO,-,SH174236,"20,160",UN,USD,"4,220.50","4,220.50",30,EXW,SEA,LCL/LCL,,MIAMI,CALLAO,-,-,4,-,,,7/7/2022,FORBIS,SEABOARD,-,-,11/7/2022,11/7/2022,15/7/2022,28,FBMIA22072493-35,HELLE RITSCHER 52,26/7/2022,30,SI,19/7/2022,ALFOSAC,AVM,752,21/7/2022,22/7/2022,118-2022-10-276454-01-7-00,27/7/2022,27/7/2022,26/7/2022,,NA,NA,NA,AVM,3/8/2022,001-0114694,AGERSA,3/8/2022,NA,PACKING CHAO,11/8/2022,12/8/2022,32,,0053-001873,036-0000233,-,,,NA,NA,-,Cargada en CP - [22-103-HPER // 4700002436]
2022-2023,LIQUIDADO,22-103-HPER,4700002390,RENE,SONOCO,E & E,CLAM H224-24oz 7x7 PET -Sonoco,-,SH174236,"21,600",UN,USD,"4,516.56","4,516.56",30,EXW,SEA,LCL/LCL,,MIAMI,CALLAO,-,-,4,-,,,7/7/2022,FORBIS,SEABOARD,-,-,11/7/2022,11/7/2022,15/7/2022,28,FBMIA22072493-35,HELLE RITSCHER 52,26/7/2022,30,SI,19/7/2022,ALFOSAC,AVM,752,21/7/2022,22/7/2022,118-2022-10-276454-01-7-00,27/7/2022,27/7/2022,26/7/2022,,NA,NA,NA,AVM,3/8/2022,001-0114694,AGERSA,3/8/2022,NA,PACKING CHAO,11/8/2022,12/8/2022,32,,0053-001873,036-0000233,-,,,NA,NA,-,Cargada en CP - [22-103-HPER // 4700002390]
2022-2023,LIQUIPARCIAL,22-104-HPER,PEA2F20202,TATIANA,RITEC,EQP & INST,PRODUCTO EN GARANTIA,-,2022-1386,1,CAJA,USD,990.99,990.99,0,CPT,AIR,AIR,,ALICANTE,LIMA,-,-,1,-,,,NA,DIRECTO,AVIANCA,-,-,-,-,5/8/2022,31,729-46061621,2H8610,7/8/2022,31,SI,4/8/2022,TALMA,LIP,12044,4/8/2022,5/8/2022,235-2022-10-116209-01-4-01,7/8/2022,7/8/2022,9/8/2022,,NA,NA,NA,LIP,9/8/2022,0001-018824,AGERSA,10/8/2022,NA,FUNDO ARMONIA,11/8/2022,12/8/2022,32,,0053-001873,036-0000233,-,,,NA,NA,-,No cargada por medio de transporte AIRE - producto en garantía - [22-104-HPER]
2022-2023,LIQUIDADO,22-105-HPER,4700002408-2,RENE,JCK,E & E,PUNNET PET 18OZ 7X7 CESTA,-,711,"244,776",UN,USD,"28,345.06","28,345.06",90,FOB,SEA,FCL/FCL,,SAN ANTONIO,CALLAO,1,40HC,658,22/6/2022,,,23/6/2022,ULOG,HSUD,2SCL013940,MRKU6024770,-,-,2/7/2022,26,ES202206-8284,ANTOFAGASTA EXPRESS 224W,8/7/2022,27,SI,4/7/2022,IMUPESA,AVM,704,5/7/2022,7/7/2022,118-2022-10-247571-01-9-00,9/7/2022,9/7/2022,8/7/2022,,NA,NA,17/7/2022,AVM,14/7/2022,001-0113959,AGERSA,14/7/2022,14/7/2022,PACKING CHAO,14/7/2022,15/7/2022,28,,0052-001965,036-0000206,-,,,NA,NA,-,Cargada en CP - [4700002408-2 // 22-105-HPER // MRKU6024770]
2022-2023,LIQUIDADO,22-105-HPER,4700002408-2,RENE,JCK,E & E,PUNNET PET 18OZ 7X7 CESTA,-,711,"244,776",UN,USD,"28,345.06","28,345.06",90,FOB,SEA,FCL/FCL,,SAN ANTONIO,CALLAO,1,40HC,658,22/6/2022,,,23/6/2022,ULOG,HSUD,2SCL013940,SUDU6930955,-,-,2/7/2022,26,ES202206-8284,ANTOFAGASTA EXPRESS 224W,8/7/2022,27,SI,4/7/2022,IMUPESA,AVM,704,5/7/2022,7/7/2022,118-2022-10-247571-01-9-00,9/7/2022,9/7/2022,8/7/2022,,NA,NA,17/7/2022,AVM,14/7/2022,001-0113960,AGERSA,14/7/2022,14/7/2022,PACKING CHAO,14/7/2022,15/7/2022,28,,0051-002428,036-0000205,-,,,NA,NA,-,Cargada en CP - [4700002408-2 // 22-105-HPER // SUDU6930955]
2022-2023,LIQUIDADO,22-105-HPER,4700002408-2,RENE,JCK,E & E,PUNNET PET 18OZ 7X7 CESTA,-,711,"244,776",UN,USD,"28,345.06","28,345.06",90,FOB,SEA,FCL/FCL,,SAN ANTONIO,CALLAO,1,40HC,658,22/6/2022,,,23/6/2022,ULOG,HSUD,2SCL013940,MIEU0057144,-,-,2/7/2022,26,ES202206-8284,ANTOFAGASTA EXPRESS 224W,8/7/2022,27,SI,4/7/2022,IMUPESA,AVM,704,5/7/2022,7/7/2022,118-2022-10-247571-01-9-00,9/7/2022,9/7/2022,8/7/2022,,NA,NA,17/7/2022,AVM,14/7/2022,001-0113961,RVC,14/7/2022,14/7/2022,PACKING SALAVERRY,21/7/2022,22/7/2022,29,,0022-000992,036-0000168,-,,,NA,NA,-,Cargada en CP - [4700002408-2 // 22-105-HPER // MIEU0057144]
2022-2023,LIQUIDADO,22-105-HPER,4700002408-2,RENE,JCK,E & E,PUNNET PET 18OZ 7X7 CESTA,-,711,"244,776",UN,USD,"28,345.06","28,345.06",90,FOB,SEA,FCL/FCL,,SAN ANTONIO,CALLAO,1,40HC,658,22/6/2022,,,23/6/2022,ULOG,HSUD,2SCL013940,MRKU2637901,-,-,2/7/2022,26,ES202206-8284,ANTOFAGASTA EXPRESS 224W,8/7/2022,27,SI,4/7/2022,IMUPESA,AVM,704,5/7/2022,7/7/2022,118-2022-10-247571-01-9-00,9/7/2022,9/7/2022,8/7/2022,,NA,NA,17/7/2022,AVM,14/7/2022,001-0113962,RVC,14/7/2022,14/7/2022,PACKING SALAVERRY,22/7/2022,23/7/2022,29,,0021-000940,036-0000169,-,,,NA,NA,-,Cargada en CP - [4700002408-2 // 22-105-HPER // MRKU2637901]
2022-2023,LIQUIDADO,22-106-HPER,4700002410-2,RENE,JCK,E & E,PUNNET PET 11OZ 5X7,-,712,"498,240",UN,USD,"40,706.21","40,706.21",90,FOB,SEA,FCL/FCL,,SAN ANTONIO,CALLAO,1,40HC,692,22/6/2022,,,23/6/2022,ULOG,HSUD,2SCL013940,GESU5527935,-,-,2/7/2022,26,ES202206-8282,ANTOFAGASTA EXPRESS 224W,8/7/2022,27,SI,4/7/2022,IMUPESA,AVM,702,5/7/2022,6/7/2022,118-2022-10-247291-01-6-00,9/7/2022,9/7/2022,8/7/2022,,NA,NA,17/7/2022,AVM,15/7/2022,001-0113963,RVC,15/7/2022,15/7/2022,PACKING CHAO,17/7/2022,18/7/2022,29,,0030-000192,036-0000162,-,,,NA,NA,-,Cargada en CP - [4700002410-2 // 22-106-HPER // GESU5527935]
2022-2023,LIQUIDADO,22-107-HPER,4700002411-1,RENE,JCK,E & E,PUNNET PET 11OZ 5X7,-,713,"498,240",UN,USD,"40,706.21","40,706.21",90,FOB,SEA,FCL/FCL,,SAN ANTONIO,CALLAO,1,40HC,692,22/6/2022,,,20/6/2022,ULOG,HSUD,2SCL013940,MRSU3152343,-,-,2/7/2022,26,ES202206-8283,ANTOFAGASTA EXPRESS 224W,8/7/2022,27,SI,4/7/2022,IMUPESA,AVM,703,5/7/2022,6/7/2022,118-2022-10-247307-01-1-00,9/7/2022,9/7/2022,8/7/2022,,NA,NA,17/7/2022,AVM,13/7/2022,001-0113958,AGERSA,13/7/2022,13/7/2022,PACKING SALAVERRY,13/7/2022,14/7/2022,28,,0027-002900,036-0000147,-,,,NA,NA,-,Cargada en CP - [4700002411-1 // 22-107-HPER // MRKU4972961]
2022-2023,LIQUIDADO,22-107-HPER,4700002411-1,RENE,JCK,E & E,PUNNET PET 11OZ 5X7,-,713,"498,240",UN,USD,"40,706.21","40,706.21",90,FOB,SEA,FCL/FCL,,SAN ANTONIO,CALLAO,1,40HC,692,22/6/2022,,,20/6/2022,ULOG,HSUD,2SCL013940,MRKU4972961,-,-,2/7/2022,26,ES202206-8283,ANTOFAGASTA EXPRESS 224W,8/7/2022,27,SI,4/7/2022,IMUPESA,AVM,703,5/7/2022,6/7/2022,118-2022-10-247307-01-1-00,9/7/2022,9/7/2022,8/7/2022,,NA,NA,17/7/2022,AVM,13/7/2022,001-0113957,AGERSA,13/7/2022,13/7/2022,PACKING SALAVERRY,13/7/2022,14/7/2022,28,,0041-002277,036-0000204,-,,,NA,NA,-,Cargada en CP - [4700002411-1 // 22-107-HPER // MRSU3152343]
2022-2023,LIQUIDADO,22-108-HPER,4700002424,RENE,JCK,E & E,PUNNET CESTA PET UK 150g,-,715,"820,125",UN,USD,"25,833.94","25,833.94",90,FOB,SEA,FCL/FCL,,SAN ANTONIO,CALLAO,1,40HC,675,20/6/2022,,,20/6/2022,NOATUM,ONE,SCLC16768400,GAOU6561381,-,4/7/2022,15/7/2022,28,MIQSCL014697,MSC CAPELLA FA218A,26/7/2022,30,SI,14/7/2022,IMUPESA,AVM,744,19/7/2022,21/7/2022,118-2022-10-275001-01-9-00,26/7/2022,27/7/2022,26/7/2022,,NA,NA,,AVM,2/8/2022,001-0114439,AGERSA,3/8/2022,3/8/2022,PACKING CHAO,17/8/2022,18/8/2022,33,,0052-001986,036-0000243,-,,,NA,NA,-,Cargada en CP - [22-108-HPER // 4700002424 // GAOU6561381]
2022-2023,LIQUIDADO,22-108-HPER,4700002424,RENE,JCK,E & E,PUNNET CESTA PET UK 150g,-,715,"820,125",UN,USD,"25,833.94","25,833.94",90,FOB,SEA,FCL/FCL,,SAN ANTONIO,CALLAO,1,40HC,675,20/6/2022,,,20/6/2022,NOATUM,ONE,SCLC16768400,TEMU8284104,-,4/7/2022,15/7/2022,28,MIQSCL014697,MSC CAPELLA FA218A,26/7/2022,30,SI,14/7/2022,IMUPESA,AVM,744,19/7/2022,21/7/2022,118-2022-10-275001-01-9-00,26/7/2022,27/7/2022,26/7/2022,,NA,NA,,AVM,2/8/2022,001-0114438,RVC,2/8/2022,2/8/2022,PACKING CHAO,4/8/2022,5/8/2022,31,,0015-000980,036-0000170,-,,,NA,NA,-,Cargada en CP - [22-108-HPER // 4700002424 // TEMU8284104]
2022-2023,LIQUIDADO,22-109-HPER,4700002409-1,RENE,JCK,E & E,PUNNET PET 18OZ 7X7 CESTA,-,716,"252,672",UN,USD,"29,259.42","29,259.42",90,FOB,SEA,FCL/FCL,,SAN ANTONIO,CALLAO,1,40HC,658,-,,,16/6/2022,FORBIS,ONE,SCLC17094400,NYKU0764796,-,8/7/2022,17/7/2022,28,EM17001419,SEASPAN BEAUTY 2219E,24/7/2022,29,SI,18/7/2022,IMUPESA,AVM,743,19/7/2022,21/7/2022,118-2022-10-275568-01-9-00,24/7/2022,25/7/2022,24/7/2022,,NA,NA,31/7/2022,AVM,30/7/2022,001-0114432,TRANSPESA,30/7/2022,30/7/2022,PACKING SALAVERRY,19/9/2022,20/9/2022,38,, 0004-258805,036-0000179,-,,,NA,NA,-,Cargada en CP - [22-109-HPER // 4700002409-1]
2022-2023,LIQUIDADO,22-109-HPER,4700002409-1,RENE,JCK,E & E,PUNNET PET 18OZ 7X7 CESTA,-,716,"252,672",UN,USD,"29,259.42","29,259.42",90,FOB,SEA,FCL/FCL,,SAN ANTONIO,CALLAO,1,40HC,658,-,,,16/6/2022,FORBIS,ONE,SCLC17094400,ONEU0312345,-,8/7/2022,17/7/2022,28,EM17001419,SEASPAN BEAUTY 2219E,24/7/2022,29,SI,18/7/2022,IMUPESA,AVM,743,19/7/2022,21/7/2022,118-2022-10-275568-01-9-00,24/7/2022,25/7/2022,24/7/2022,,NA,NA,31/7/2022,AVM,30/7/2022,001-0114431,TRANSPESA,30/7/2022,30/7/2022,PACKING SALAVERRY,17/8/2022,18/8/2022,33,,016-003629,036-0000021,-,,,NA,NA,-,Cargada en CP - [22-109-HPER // 4700002409-1 // FFAU1848468]
2022-2023,LIQUIDADO,22-109-HPER,4700002409-1,RENE,JCK,E & E,PUNNET PET 18OZ 7X7 CESTA,-,716,"252,672",UN,USD,"29,259.42","29,259.42",90,FOB,SEA,FCL/FCL,,SAN ANTONIO,CALLAO,1,40HC,658,-,,,16/6/2022,FORBIS,ONE,SCLC17094400,SEGU4463471,-,8/7/2022,17/7/2022,28,EM17001419,SEASPAN BEAUTY 2219E,24/7/2022,29,SI,18/7/2022,IMUPESA,AVM,743,19/7/2022,21/7/2022,118-2022-10-275568-01-9-00,24/7/2022,25/7/2022,24/7/2022,,NA,NA,31/7/2022,AVM,30/7/2022,,TRANSPESA,30/7/2022,30/7/2022,PACKING SALAVERRY,11/11/2022,12/11/2022,45,,,,-,,,NA,NA,-,Cargada en CP - [22-109-HPER // 4700002409-1 // SEGU4463471]
2022-2023,LIQUIDADO,22-109-HPER,4700002409-1,RENE,JCK,E & E,PUNNET PET 18OZ 7X7 CESTA,-,716,"252,672",UN,USD,"29,259.42","29,259.42",90,FOB,SEA,FCL/FCL,,SAN ANTONIO,CALLAO,1,40HC,658,-,,,16/6/2022,FORBIS,ONE,SCLC17094400,FFAU1848468,-,8/7/2022,17/7/2022,28,EM17001419,SEASPAN BEAUTY 2219E,24/7/2022,29,SI,18/7/2022,IMUPESA,AVM,743,19/7/2022,21/7/2022,118-2022-10-275568-01-9-00,24/7/2022,25/7/2022,24/7/2022,,NA,NA,31/7/2022,AVM,30/7/2022,001-0114429,TRANSPESA,30/7/2022,30/7/2022,PACKING SALAVERRY,30/8/2022,31/8/2022,35,,016-003654,036-0000024,-,,,NA,NA,-,Cargada en CP - [22-109-HPER // 4700002409-1]
2022-2023,LIQUIDADO,22-110-HPER,4700002413,RENE,JCK,E & E,PUNNET 250G H40 JCK,-,720,"590,760",UN,USD,"22,921.49","22,921.49",90,FOB,SEA,FCL/FCL,,SAN ANTONIO,CALLAO,1,40HC,547,-,,,30/6/2022,ULOG,HSUD,2SCL013974,BSIU8061062,-,-,27/7/2022,30,ES202207-8483,SAN ANTONIO EXPRESS 227W,30/7/2022,30,SI,20/7/2022,IMUPESA,AVM,754,22/7/2022,27/7/2022, 118-2022-10-284622-01-2-00,31/7/2022,31/7/2022,30/7/2022,,NA,NA,8/8/2022,AVM,9/8/2022,001-0114743,AGERSA,9/8/2022,9/8/2022,PACKING SALAVERRY,12/8/2022,13/8/2022,32,,0052-001984,036-0000234,-,,,NA,NA,-,Cargada en CP - [22-110-HPER // 4700002413]
2022-2023,LIQUIDADO,22-111-HPER,4700002425,RENE,JCK,E & E,PUNNET CESTA PET UK 150g,-,719,"820,125",UN,USD,"25,833.94","25,833.94",90,FOB,SEA,FCL/FCL,,SAN ANTONIO,CALLAO,1,40HC,675,-,,,30/6/2022,ULOG,HSUD,2SCL013974,GCXU5745920,-,-,27/7/2022,30,ES202207-8482,SAN ANTONIO EXPRESS 227W,30/7/2022,30,SI,20/7/2022,IMUPESA,AVM,753,22/7/2022,27/7/2022,118-2022-10-284620-01-1-00,31/7/2022,31/7/2022,30/7/2022,,NA,NA,8/8/2022,AVM,9/8/2022,001-0114741,TRANSPESA,9/8/2022,9/8/2022,PACKING SALAVERRY,26/8/2022,27/8/2022,34,,0004-257940,036-0000023,-,,,NA,NA,-,Cargada en CP - [22-111-HPER // 4700002425]
